epoch, train_loss, val_loss, val_sic_r2, val_sod_f1, val_floe_f1, val_combined, time 
48, 2.927926778793335, 3.4864819049835205, 73.382, 91.138, 74.942, 80.796, 88924.30314760003
49, 2.918548583984375, 3.6024672985076904, 73.868, 89.644, 73.378, 80.08, 90713.36289740005
50, 2.8834598064422607, 3.434657335281372, 74.054, 90.525, 76.557, 81.143, 92501.90018060012
51, 2.920931339263916, 3.4374022483825684, 71.464, 89.981, 76.348, 79.848, 94321.60607060022
52, 2.91615629196167, 3.565242290496826, 73.349, 89.722, 75.423, 80.313, 96124.13499200018
epoch, train_loss, val_loss, val_sic_r2, val_sod_f1, val_floe_f1, val_combined, time 
0, 5.336569786071777, 4.1368560791015625, 62.746, 73.789, 69.016, 68.417, 1888.7232373999432
1, 4.4425859451293945, 4.019405841827393, 65.66, 75.811, 70.917, 70.772, 3764.249216499971
2, 4.160626411437988, 3.8500590324401855, 72.432, 76.993, 71.363, 74.043, 5610.562864299864
3, 3.9946954250335693, 3.7577080726623535, 72.656, 86.068, 72.238, 77.937, 7489.84091769997
4, 3.8363239765167236, 3.714489459991455, 79.554, 90.476, 71.958, 82.404, 9353.400861999951
5, 3.7265243530273438, 3.611327648162842, 81.273, 92.422, 71.937, 83.865, 11208.64522779989
6, 3.657582998275757, 3.6402103900909424, 82.334, 92.823, 71.476, 84.358, 13071.620532599976
7, 3.575502395629883, 3.6333320140838623, 82.286, 92.748, 70.074, 84.028, 14929.727803699905
8, 3.5199801921844482, 3.588193893432617, 81.763, 92.463, 70.535, 83.797, 16788.112679399783
9, 3.4457173347473145, 3.5604653358459473, 83.303, 93.22, 75.705, 85.75, 18645.76069649984
10, 3.3737244606018066, 3.5071499347686768, 85.225, 93.144, 75.132, 86.374, 20498.93812639988
11, 3.3378450870513916, 3.461505174636841, 80.927, 92.199, 74.398, 84.13, 22435.310858499957
12, 3.2843306064605713, 3.5198497772216797, 85.202, 91.941, 74.553, 85.768, 24372.56811679993
13, 3.247762680053711, 3.47407603263855, 84.972, 91.756, 75.78, 85.847, 26228.830387899885
14, 3.2039425373077393, 3.4657859802246094, 85.636, 90.776, 75.708, 85.706, 28088.388636499876
15, 3.168710231781006, 3.383044481277466, 85.798, 90.404, 75.586, 85.598, 29978.436441699974
16, 3.113858938217163, 3.2955737113952637, 86.683, 92.534, 77.402, 87.167, 31899.818002199987
17, 3.077080726623535, 3.3269946575164795, 85.289, 92.982, 76.684, 86.645, 33820.03836089978
18, 3.048933506011963, 3.3093504905700684, 85.577, 93.036, 77.952, 87.036, 35683.79097449989
19, 3.0240070819854736, 3.4312262535095215, 85.047, 92.147, 74.613, 85.8, 37542.47982469993
20, 3.026599645614624, 3.4337165355682373, 86.754, 92.835, 76.275, 87.091, 39393.32846649992
21, 2.9790737628936768, 3.3522727489471436, 87.059, 92.633, 78.759, 87.629, 41270.94672379992
22, 2.9840567111968994, 3.3496201038360596, 85.704, 92.683, 75.629, 86.481, 43133.18718539993
23, 2.9755873680114746, 3.348846435546875, 86.536, 92.788, 77.112, 87.152, 45003.954030999914
24, 2.962557077407837, 3.3247711658477783, 87.027, 92.582, 77.754, 87.394, 46864.925638899906
25, 2.96138858795166, 3.416818618774414, 86.125, 92.774, 76.088, 86.777, 48743.77504319977
26, 2.9647951126098633, 3.285778522491455, 85.96, 92.215, 76.773, 86.625, 50613.61016789987
27, 2.961270570755005, 3.4138495922088623, 86.61, 92.299, 75.698, 86.703, 52493.99005699996
28, 2.9421396255493164, 3.4346752166748047, 86.016, 92.605, 78.17, 87.082, 54356.59340969985
29, 2.9303839206695557, 3.44415545463562, 85.751, 92.381, 77.641, 86.781, 56253.53262899979
30, 2.9380695819854736, 3.374201536178589, 85.92, 92.606, 77.052, 86.821, 58122.72650179989
31, 2.9324469566345215, 3.3290793895721436, 85.635, 92.173, 76.728, 86.469, 59998.54911209992
32, 2.9236104488372803, 3.3564586639404297, 86.576, 92.186, 76.723, 86.849, 61878.69469379983
33, 2.9260976314544678, 3.3394999504089355, 86.631, 92.162, 76.263, 86.77, 63758.117140999995
34, 2.928800344467163, 3.3466358184814453, 85.857, 92.279, 77.106, 86.676, 65633.9188659999
35, 2.8970189094543457, 3.330963134765625, 86.32, 92.057, 76.566, 86.664, 67514.75574109983
36, 2.915039300918579, 3.382448673248291, 86.853, 92.216, 76.632, 86.954, 69389.48965679994
